GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "04000","Arizona",6,SAINC1,2,"...","Population (persons) 1/","Number of persons",430000,434000,429000,426000,426000,428000,434000,443000,453000,466000,484000,499000,492000,530000,661000,618000,591000,618000,652000,690000,714000,756000,785000,842000,894000,933000,987000,1053000,1125000,1193000,1261000,1321000,1407000,1471000,1521000,1556000,1584000,1614000,1646000,1682000,1737000,1794912,1896108,2008847,2125281,2224342,2286348,2347976,2427310,2517852,2638582,2737774,2810108,2889860,2968924,3067134,3183539,3308261,3437103,3535183,3622184,3684097,3788576,3915740,4065440,4245089,4432499,4586940,4736990,4883342,5023823,5160586,5273477,5396255,5510364,5652404,5839077,6029141,6167681,6280362,6343154,6402024,6446537,6507351,6563216,6638196,6714328,6801591,6879830,6969944,7070511,7177986,7276316
 "04000","Arizona",6,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",598,518,430,322,309,362,416,462,506,479,491,506,649,953,1045,1076,1150,1131,1199,1354,1343,1408,1677,1779,1778,1766,1833,1937,1984,1988,2076,2162,2210,2277,2315,2427,2528,2701,2879,3233,3643,4020,4354,4711,5145,5546,5825,6309,6858,7768,8712,9671,10764,11141,11941,13060,14000,14733,15280,16044,16803,17323,17731,18309,18950,19869,20753,21737,22804,24173,24960,26388,27008,27353,28393,30221,32327,34703,35872,35748,33524,33876,35321,36545,37139,38756,40334,41473,43301,45299,47242,51332,54301
 "05000","Arkansas",5,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",560.4,416.5,381.8,278.5,283.2,341.8,386.0,460.2,481.6,439.1,479.1,502.0,676.3,973.7,1051.3,1236.4,1324.1,1371.6,1357.5,1607.5,1508.8,1620.7,1843.6,1917.2,1929.4,1908.2,2073.9,2149.6,2218.9,2311.1,2522.3,2548.0,2771.6,2965.6,3142.2,3412.3,3602.1,4004.8,4254.3,4600.9,5128.5,5626.5,6263.1,7071.2,8376.1,9353.5,10292.1,11378.9,12661.8,14668.8,16088.0,17388.3,19702.6,20702.3,21934.8,24458.4,25982.3,27303.7,28434.8,30505.9,32721.2,34457.5,36459.1,39714.4,41648.4,44288.6,47164.7,50047.9,52508.0,55698.4,57999.1,61021.0,64255.3,65770.4,69742.3,74404.8,78500.7,83572.4,89170.5,92864.7,91170.8,94576.1,100739.2,107877.3,108367.8,114743.3,118719.5,121825.9,125779.9,130865.2,135302.7,143147.9,154768.6
 "05000","Arkansas",5,SAINC1,2,"...","Population (persons) 1/","Number of persons",1852000,1859000,1848000,1836000,1854000,1878000,1890000,1892000,1903000,1928000,1948000,1955000,1966000,1983000,1839000,1771000,1758000,1805000,1835000,1825000,1844000,1908000,1901000,1838000,1780000,1734000,1725000,1704000,1733000,1726000,1756000,1789000,1806000,1853000,1875000,1897000,1894000,1899000,1901000,1902000,1913000,1930077,1972028,2018116,2058491,2100385,2158291,2168688,2207228,2241019,2269115,2288738,2293204,2294254,2305766,2319767,2327046,2331988,2342357,2342655,2346354,2356586,2383144,2415984,2456303,2494019,2535399,2572109,2601090,2626289,2651860,2678588,2691571,2705927,2724816,2749686,2781097,2821761,2848650,2874554,2896843,2921561,2938833,2948887,2954685,2961191,2970352,2980602,2990801,2997271,3004248,3012232,3025891
 "05000","Arkansas",5,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",303,224,207,152,153,182,204,243,253,228,246,257,344,491,572,698,753,760,740,881,818,849,970,1043,1084,1100,1202,1262,1280,1339,1436,1424,1535,1600,1676,1799,1902,2109,2238,2419,2681,2915,3176,3504,4069,4453,4769,5247,5736,6546,7090,7597,8592,9024,9513,10543,11165,11708,12139,13022,13946,14622,15299,16438,16956,17758,18602,19458,20187,21208,21871,22781,23873,24306,25595,27059,28227,29617,31303,32306,31472,32372,34279,36582,36677,38749,39968,40873,42056,43661,45037,47522,51148
 "06000","California",8,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",5495.5,5079.4,4387.5,3441.4,3277.3,3666.5,4107.3,4923.2,5231.8,5188.3,5362.0,5947.6,7519.7,10344.7,13700.6,14963.9,15585.0,16590.5,17086.0,18274.5,18601.7,20788.1,24117.2,26794.1,28728.1,29603.7,32550.0,35615.7,38269.5,40252.4,44031.4,46521.1,49266.6,53085.5,56740.1,61404.6,65617.5,71356.0,76731.6,84055.7,92160.0,99417.5,105987.2,116351.1,127777.3,142507.4,157639.9,174924.8,194032.9,220640.1,250173.9,284308.0,319557.2,342342.5,369808.8,410796.4,444066.9,476682.2,513377.1,558041.1,600755.1,643684.9,665992.6,702449.1,719731.0,742429.1,780642.8,829666.6,882677.3,959693.5,1030884.7,1135543.4,1173878.6,1190223.8,1243465.5,1318744.3,1394854.9,1503754.4,1572721.4,1594742.5,1540872.6,1614040.8,1715227.0,1827166.9,1857200.9,1980736.8,2125430.3,2218457.8,2318644.4,2431822.0,2544235.0,2763312.0,2997205.6
 "06000","California",8,SAINC1,2,"...","Population (persons) 1/","Number of persons",5531000,5711000,5824000,5894000,5963000,6060000,6175000,6341000,6528000,6656000,6785000,6950000,7269000,7814000,8623000,9261000,9619000,9727000,9912000,10064000,10337000,10677000,11134000,11635000,12251000,12746000,13133000,13713000,14264000,14880000,15467000,15870000,16497000,17072000,17668000,18151000,18585000,18858000,19176000,19394000,19711000,20023181,20345575,20584794,20867737,21172548,21536715,21934505,22350247,22838960,23255069,23800800,24285933,24820007,25360023,25844397,26441107,27102238,27777160,28464250,29218165,29959515,30470736,30974659,31274928,31484435,31696582,32018834,32486010,32987675,33499204,33987977,34479458,34871843,35253159,35574576,35827943,36021202,36250311,36604337,36961229,37322360,37650514,37970368,38291358,38636290,38966055,39223210,39424071,39535906,39547996,39499738,39237836
 "06000","California",8,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",994,889,753,584,550,605,665,776,801,779,790,856,1034,1324,1589,1616,1620,1706,1724,1816,1800,1947,2166,2303,2345,2323,2478,2597,2683,2705,2847,2931,2986,3110,3211,3383,3531,3784,4001,4334,4676,4965,5209,5652,6123,6731,7320,7975,8681,9661,10758,11945,13158,13793,14582,15895,16795,17588,18482,19605,20561,21485,21857,22678,23013,23581,24629,25912,27171,29092,30773,33410,34046,34131,35272,37070,38932,41746,43385,43567,41689,43246,45557,48121,48502,51266,54546,56560,58813,61509,64333,69958,76386
 "08000","Colorado",7,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",635.6,596.8,498.5,380.3,378.4,399.5,480.0,590.4,589.5,564.5,581.4,619.7,736.0,1038.5,1228.2,1221.3,1350.2,1472.3,1695.8,1880.6,1914.6,2098.9,2493.8,2692.5,2725.8,2808.7,3059.7,3376.0,3699.1,3787.1,4068.0,4353.4,4683.9,4942.1,5174.4,5474.2,5840.6,6275.8,6763.5,7502.7,8438.8,9540.2,10759.7,12176.1,13923.1,15609.2,17249.7,18981.3,21174.2,24413.5,27979.3,32050.8,36882.9,40505.9,43694.2,47644.6,50483.6,52445.7,54400.0,57556.6,62010.1,65667.2,69601.9,75599.1,81812.1,87983.8,95648.8,103235.8,111207.8,123090.0,132293.9,147242.4,154444.5,154639.6,157851.9,163872.9,175069.2,189465.5,202115.9,210029.4,199351.6,205866.1,223492.6,236759.1,249512.7,271410.2,284836.8,289673.0,309657.7,331955.4,350390.1,370392.1,401122.9
 "08000","Colorado",7,SAINC1,2,"...","Population (persons) 1/","Number of persons",1008000,1040000,1056000,1066000,1071000,1075000,1078000,1090000,1104000,1112000,1120000,1130000,1124000,1133000,1151000,1124000,1113000,1196000,1236000,1263000,1295000,1325000,1326000,1365000,1431000,1493000,1546000,1625000,1664000,1667000,1710000,1769000,1844000,1899000,1936000,1970000,1985000,2007000,2053000,2120000,2166000,2223979,2303502,2404576,2495803,2541318,2586144,2632244,2696007,2766725,2849181,2908803,2977899,3061562,3133634,3169995,3208726,3237448,3260477,3262280,3275815,3307618,3387119,3495939,3613734,3724168,3826653,3919972,4018293,4116639,4226018,4326921,4425687,4490406,4528732,4575013,4631888,4720423,4803868,4889730,4972195,5047005,5119188,5188703,5263512,5342996,5442196,5529161,5600169,5677250,5735934,5784308,5812069
 "08000","Colorado",7,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",631,574,472,357,353,372,445,542,534,508,519,548,655,917,1067,1087,1213,1231,1372,1489,1478,1584,1881,1973,1905,1881,1979,2078,2223,2272,2379,2461,2540,2602,2673,2779,2942,3127,3294,3539,3896,4290,4671,5064,5579,6142,6670,7211,7854,8824,9820,11019,12386,13230,13944,15030,15733,16200,16685,17643,18930,19853,20549,21625,22639,23625,24995,26336,27675,29901,31305,34029,34897,34438,34856,35819,37797,40137,42074,42953,40093,40790,43658,45630,47404,50797,52339,52390,55294,58471,61087,64034,69016
 "09000","Connecticut",1,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",1640.5,1494.7,1313.1,1026.9,970.3,1091.2,1191.0,1362.2,1459.3,1312.0,1436.6,1589.7,2029.9,2588.3,2912.4,2921.7,2837.5,3058.0,3387.8,3508.9,3417.3,3867.6,4444.2,4860.8,5269.9,5373.8,5787.9,6323.5,6744.3,6538.0,6986.9,7276.1,7701.7,8227.2,8691.1,9334.8,10038.6,11023.5,12086.4,12828.8,14692.5,15673.8,16514.4,17804.7,19393.4,21157.2,22725.5,24536.4,27032.7,30080.9,33813.6,38493.9,43243.0,46701.3,49958.2,55880.7,60000.0,64553.3,70443.3,77668.2,84249.0,86889.1,87815.8,94269.3,97347.6,100108.3,105642.5,110746.3,117991.8,127302.1,134439.0,146946.4,155003.0,154596.4,156784.6,165149.4,174430.0,188872.6,203467.2,216174.5,212582.6,221058.5,226907.1,231171.1,226175.8,236756.6,243164.6,247777.4,253120.7,264263.1,270282.8,279612.4,295955.6
 "09000","Connecticut",1,SAINC1,2,"...","Population (persons) 1/","Number of persons",1594000,1613000,1628000,1637000,1642000,1650000,1666000,1672000,1678000,1684000,1696000,1708000,1751000,1798000,1797000,1801000,1782000,1911000,1969000,2014000,2032000,2016000,2028000,2081000,2168000,2249000,2300000,2316000,2359000,2446000,2523000,2544000,2586000,2647000,2727000,2798000,2857000,2903000,2935000,2964000,3000000,3038782,3061448,3069617,3069140,3075784,3084726,3085984,3088729,3094839,3099907,3113174,3128837,3139014,3162355,3180014,3201131,3223741,3247290,3271954,3283404,3291967,3302895,3300712,3309175,3316121,3324144,3336685,3349348,3365352,3386401,3411777,3432835,3458749,3484336,3496094,3506956,3517460,3527270,3545579,3561807,3580279,3594193,3605259,3610314,3614695,3611995,3607688,3607615,3611318,3607159,3600260,3605597
 "09000","Connecticut",1,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1029,927,807,627,591,661,715,815,870,779,847,931,1159,1440,1621,1622,1592,1600,1721,1742,1682,1918,2191,2336,2431,2389,2516,2730,2859,2673,2769,2860,2978,3108,3187,3336,3514,3797,4118,4328,4898,5158,5394,5800,6319,6879,7367,7951,8752,9720,10908,12365,13821,14878,15798,17572,18743,20024,21693,23738,25659,26394,26588,28560,29417,30188,31780,33191,35228,37827,39700,43070,45153,44697,44997,47238,49738,53696,57684,60970,59684,61743,63132,64121,62647,65498,67321,68680,70163,73176,74930,77664,82082
 "10000","Delaware",2,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",243.4,205.1,187.7,144.9,140.4,161.8,177.9,220.5,242.7,205.9,238.6,279.2,325.4,368.6,419.0,437.2,443.9,473.7,513.0,523.9,570.0,668.2,717.7,770.1,825.0,857.0,988.9,1141.3,1149.0,1181.0,1231.6,1290.1,1331.2,1413.5,1516.7,1641.2,1805.7,1902.6,2030.6,2215.2,2441.2,2599.9,2844.1,3124.9,3462.3,3747.1,4029.2,4404.0,4741.1,5201.6,5716.9,6430.5,7094.1,7634.1,8131.6,8972.5,9733.8,10356.8,11194.2,12256.4,13630.7,14367.1,15196.3,15854.3,16466.8,17165.3,18172.0,19433.9,20342.3,22497.4,24165.3,26645.3,29379.2,30359.0,31136.9,32379.5,33273.9,35275.3,36380.4,36145.2,36432.9,36837.8,39925.0,40393.3,41100.3,43031.6,45216.1,46444.8,48570.7,51310.5,52537.6,55357.4,59202.0
 "10000","Delaware",2,SAINC1,2,"...","Population (persons) 1/","Number of persons",236000,239000,242000,245000,248000,250000,252000,253000,254000,257000,263000,269000,276000,281000,281000,286000,286000,300000,306000,312000,316000,321000,331000,341000,351000,368000,389000,408000,426000,433000,441000,449000,461000,469000,483000,497000,507000,516000,525000,534000,540000,550332,565207,573821,579078,583150,588756,592755,594821,598188,598830,594919,595974,599148,605459,611565,618279,627559,636946,647621,658274,669567,683080,694925,706378,717545,729734,740977,751487,763335,774990,786373,795699,806169,818003,830803,845150,859268,871749,883874,891730,899762,908169,916572,925599,935160,944596,953030,961499,971072,981297,991886,1003384
 "10000","Delaware",2,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1031,858,776,591,566,647,706,872,955,801,907,1038,1179,1312,1491,1529,1552,1579,1677,1679,1804,2082,2168,2258,2350,2329,2542,2797,2697,2728,2793,2873,2888,3014,3140,3302,3561,3687,3868,4148,4521,4724,5032,5446,5979,6426,6844,7430,7971,8696,9547,10809,11903,12742,13431,14671,15743,16503,17575,18925,20707,21457,22247,22814,23312,23922,24902,26227,27069,29472,31181,33884,36922,37658,38065,38974,39370,41053,41733,40894,40856,40942,43962,44070,44404,46015,47868,48734,50516,52839,53539,55810,59002
 "11000","District of Columbia",2,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",639.3,641.4,631.7,567.9,500.2,547.2,626.8,719.0,745.7,728.4,766.2,842.4,971.3,1247.0,1447.6,1439.3,1516.9,1630.7,1639.5,1780.6,1844.8,1956.5,2058.2,2167.7,2105.1,2073.5,2058.8,2155.8,2242.3,2291.8,2363.4,2390.4,2517.4,2709.2,2876.7,3054.2,3290.8,3436.4,3682.0,3865.3,3763.5,4174.4,4647.0,5043.5,5316.1,5768.7,6274.7,6648.1,7137.5,7604.4,8003.0,8447.4,9094.1,9694.1,10192.7,11126.3,11781.5,12399.3,13078.7,14309.8,15152.5,15818.1,16536.8,17369.3,18066.7,18484.6,18621.1,19387.3,20290.5,21547.5,22693.4,24897.7,25778.3,25876.1,26157.6,28437.6,30028.4,31846.9,34363.2,35329.0,35618.5,38324.4,41395.0,43010.6,43697.3,46780.2,50337.3,52684.5,54453.2,56572.9,57240.3,61706.1,64909.4
 "11000","District of Columbia",2,SAINC1,2,"...","Population (persons) 1/","Number of persons",483000,488000,504000,513000,529000,568000,608000,629000,616000,638000,658000,690000,764000,846000,888000,862000,865000,893000,873000,840000,807000,806000,808000,805000,810000,791000,785000,759000,763000,757000,761000,765000,778000,788000,798000,798000,797000,791000,791000,778000,762000,755087,750641,743775,733674,720755,710308,696305,681768,670046,655616,638284,636893,634174,632433,633382,634549,638269,636930,630432,624168,605321,600870,597565,595301,589239,580517,572377,567736,565230,570213,572046,574504,573158,568502,567754,567136,570681,574404,580236,592228,604795,617794,631132,644755,654557,665633,673833,680945,685632,687408,690093,670050
 "11000","District of Columbia",2,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1324,1314,1253,1107,945,963,1031,1143,1211,1142,1164,1221,1271,1474,1630,1670,1754,1826,1878,2120,2286,2427,2547,2693,2599,2621,2623,2840,2939,3027,3106,3125,3236,3438,3605,3827,4129,4344,4655,4968,4939,5528,6191,6781,7246,8004,8834,9548,10469,11349,12207,13235,14279,15286,16117,17566,18567,19426,20534,22698,24276,26132,27521,29067,30349,31370,32077,33872,35739,38122,39798,43524,44871,45147,46011,50088,52947,55805,59824,60887,60143,63368,67005,68148,67774,71469,75623,78186,79967,82512,83270,89417,96873
 "12000","Florida",5,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",749.9,688.0,592.6,482.4,448.4,551.8,610.4,748.6,838.9,825.0,920.9,1017.7,1285.6,1832.7,2639.7,2934.7,3054.8,2967.4,3034.8,3197.7,3324.5,3795.2,4292.7,4857.7,5416.5,5707.6,6529.9,7566.1,8374.5,9106.1,10053.2,10531.6,11165.4,12055.9,12938.9,14155.4,15473.4,16975.6,18771.7,21580.6,25004.9,28276.2,31756.4,36550.0,42578.3,47883.1,52167.9,57012.4,63844.3,73633.3,84660.2,99826.8,115731.2,125053.4,138093.1,153887.6,168327.4,182124.0,197185.2,216604.8,241142.9,257571.4,268375.2,284266.0,301392.6,317674.9,341583.5,363906.8,385402.0,416327.8,436360.7,472851.8,497538.7,514203.2,540473.6,588257.4,642291.2,697349.7,727260.7,729994.1,686755.8,732457.5,771409.5,800551.7,802975.7,861412.3,919834.9,954069.7,1023131.1,1087188.6,1139799.3,1209995.9,1323436.3
 "12000","Florida",5,SAINC1,2,"...","Population (persons) 1/","Number of persons",1445000,1471000,1493000,1521000,1552000,1585000,1613000,1651000,1709000,1771000,1836000,1915000,2028000,2190000,2497000,2542000,2515000,2473000,2539000,2578000,2668000,2810000,2980000,3157000,3310000,3505000,3747000,4047000,4372000,4630000,4808000,5004000,5243000,5458000,5628000,5781000,5954000,6104000,6242000,6433000,6641000,6845353,7163026,7520324,7927099,8317034,8541660,8695356,8888958,9131554,9470585,9839835,10192775,10471405,10749849,11039925,11351120,11667503,11997282,12306400,12637718,13033307,13369798,13650553,13927185,14239444,14537875,14853360,15186304,15486559,15759421,16047515,16356966,16689370,17004085,17415318,17842038,18166990,18367842,18527305,18652644,18842884,19039100,19271885,19507621,19795405,20145580,20537931,20871785,21133562,21354519,21569932,21781128
 "12000","Florida",5,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",519,468,397,317,289,348,378,453,491,466,502,531,634,837,1057,1154,1215,1200,1195,1240,1246,1351,1440,1539,1636,1628,1743,1870,1915,1967,2091,2105,2130,2209,2299,2449,2599,2781,3007,3355,3765,4131,4433,4860,5371,5757,6107,6557,7182,8064,8939,10145,11354,11942,12846,13939,14829,15610,16436,17601,19081,19763,20073,20825,21641,22310,23496,24500,25378,26883,27689,29466,30418,30810,31785,33778,35999,38386,39594,39401,36818,38872,40517,41540,41162,43516,45659,46454,49020,51444,53375,56096,60761
